Num	Source	Distance	LR	ppmm	LR_target
8	flange	20	0	93.0	0
8	flange	20	0	61.0	0
8	flange	20	0	69.0	0
8	flange	20	0	114.0	0
8	flange	20	0	134.0	0
8	flange	20	0	80.0	0
8	flange	20	0	59.0	0
8	flange	20	0	28.0	0
8	flange	20	0	63.0	0
8	flange	20	0	60.0	0
8	flange	20	0	74.0	0
8	flange	20	0	58.0	0
8	flange	20	0	73.0	0
8	flange	20	0	6.0	0
8	flange	20	0	25.0	0
8	flange	20	0	15.0	0
8	flange	20	0	5.0	0
8	flange	20	0	42.0	0
8	flange	20	0	36.0	0
8	flange	20	0	50.0	0
8	flange	20	0	94.0	0
8	flange	20	0	48.0	0
8	flange	20	0	60.0	0
8	flange	20	0	5.0	0
8	flange	20	0	1.0	0
8	flange	20	0	8.0	0
8	flange	20	0	24.0	0
8	flange	20	0	3.0	0
8	flange	20	0	21.0	0
8	flange	20	0	41.0	0
8	flange	20	0	14.0	0
8	flange	20	0	35.0	0
8	flange	20	0	88.0	0
8	flange	20	0	67.0	0
8	flange	20	0	36.0	0
8	flange	20	0	50.0	0
8	flange	20	0	27.0	0
8	flange	20	0	44.0	0
8	flange	20	0	51.0	0
8	flange	20	0	63.0	0
8	flange	20	0	45.0	0
8	flange	20	0	47.0	0
8	flange	20	0	56.0	0
8	flange	20	0	52.0	0
8	flange	20	0	40.0	0
8	flange	20	0	36.0	0
8	flange	20	0	43.0	0
8	flange	20	0	86.0	0
8	flange	20	0	42.0	0
8	flange	20	0	27.0	0
8	flange	20	0	39.0	0
9	flange	25	0	58.0	0
9	flange	25	0	37.0	0
9	flange	25	0	37.0	0
9	flange	25	0	50.0	0
9	flange	25	0	227.0	0
9	flange	25	0	198.0	0
9	flange	25	0	131.0	0
9	flange	25	0	35.0	0
9	flange	25	0	58.0	0
9	flange	25	0	200.0	0
9	flange	25	0	146.0	0
9	flange	25	0	4.0	0
9	flange	25	0	1.0	0
9	flange	25	0	34.0	0
9	flange	25	0	64.0	0
9	flange	25	0	64.0	0
9	flange	25	0	10.0	0
9	flange	25	0	28.0	0
9	flange	25	0	37.0	0
9	flange	25	0	50.0	0
9	flange	25	0	8.0	0
9	flange	25	0	84.0	0
9	flange	25	0	98.0	0
9	flange	25	0	120.0	0
9	flange	25	0	10.0	0
9	flange	25	0	44.0	0
9	flange	25	0	61.0	0
9	flange	25	0	70.0	0
9	flange	25	0	14.0	0
9	flange	25	0	41.0	0
9	flange	25	0	79.0	0
9	flange	25	0	68.0	0
9	flange	25	0	50.0	0
9	flange	25	0	47.0	0
9	flange	25	0	29.0	0
9	flange	25	0	33.0	0
9	flange	25	0	78.0	0
9	flange	25	0	21.0	0
9	flange	25	0	52.0	0
9	flange	25	0	60.0	0
9	flange	25	0	36.0	0
9	flange	25	0	28.0	0
9	flange	25	0	42.0	0
9	flange	25	0	64.0	0
9	flange	25	0	57.0	0
9	flange	25	0	96.0	0
9	flange	25	0	53.0	0
9	flange	25	0	45.0	0
9	flange	25	0	24.0	0
9	flange	25	0	80.0	0
9	flange	25	0	89.0	0
9	flange	25	0	49.0	0
9	flange	25	0	16.0	0
9	flange	25	0	81.0	0
9	flange	25	0	99.0	0
9	flange	25	0	57.0	0
9	flange	25	0	1.0	0
9	flange	25	0	13.0	0
9	flange	25	0	38.0	0
9	flange	25	0	69.0	0
9	flange	25	0	99.0	0
9	flange	25	0	99.0	0
9	flange	25	0	53.0	0
9	flange	25	0	91.0	0
9	flange	25	0	44.0	0
9	flange	25	0	5.0	0
9	flange	25	0	37.0	0
9	flange	25	0	43.0	0
9	flange	25	0	33.0	0
9	flange	25	0	46.0	0
9	flange	25	0	86.0	0
9	flange	25	0	102.0	0
9	flange	25	0	52.0	0
9	flange	25	0	36.0	0
9	flange	25	0	3.0	0
9	flange	25	0	2.0	0
9	flange	25	0	12.0	0
9	flange	25	0	22.0	0
9	flange	25	0	55.0	0
9	flange	25	0	60.0	0
9	flange	25	0	47.0	0
9	flange	25	0	56.0	0
9	flange	25	0	40.0	0
9	flange	25	0	57.0	0
9	flange	25	0	53.0	0
9	flange	25	0	82.0	0
9	flange	25	0	12.0	0
9	flange	25	0	2.0	0
9	flange	25	0	37.0	0
9	flange	25	0	15.0	0
9	flange	25	0	1.0	0
9	flange	25	0	80.0	0
9	flange	25	0	48.0	0
9	flange	25	0	21.0	0
9	flange	25	0	66.0	0
9	flange	25	0	70.0	0
9	flange	25	0	24.0	0
9	flange	25	0	24.0	0
9	flange	25	0	91.0	0
9	flange	25	0	100.0	0
9	flange	25	0	49.0	0
9	flange	25	0	10.0	0
9	flange	25	0	77.0	0
9	flange	25	0	19.0	0
9	flange	25	0	31.0	0
9	flange	25	0	10.0	0
9	flange	25	0	1.0	0
9	flange	25	0	17.0	0
9	flange	25	0	94.0	0
9	flange	25	0	89.0	0
9	flange	25	0	42.0	0
9	flange	25	0	44.0	0
9	flange	25	0	24.0	0
9	flange	25	0	103.0	0
9	flange	25	0	117.0	0
9	flange	25	0	69.0	0
9	flange	25	0	41.0	0
9	flange	25	0	23.0	0
9	flange	25	0	0.0	0
9	flange	25	0	24.0	0
10	flange	30	0	2.0	0
10	flange	30	0	2.0	0
10	flange	30	0	2.0	0
10	flange	30	0	2.0	0
10	flange	30	0	2.0	0
10	flange	30	0	2.0	0
10	flange	30	0	94.0	0
10	flange	30	0	38.0	0
10	flange	30	0	16.0	0
10	flange	30	0	49.0	0
10	flange	30	0	27.0	0
10	flange	30	0	100.0	0
10	flange	30	0	160.0	0
10	flange	30	0	26.0	0
10	flange	30	0	7.0	0
10	flange	30	0	29.0	0
10	flange	30	0	95.0	0
10	flange	30	0	48.0	0
10	flange	30	0	6.0	0
10	flange	30	0	40.0	0
10	flange	30	0	28.0	0
10	flange	30	0	27.0	0
10	flange	30	0	25.0	0
10	flange	30	0	12.0	0
10	flange	30	0	45.0	0
10	flange	30	0	73.0	0
10	flange	30	0	110.0	0
10	flange	30	0	140.0	0
10	flange	30	0	89.0	0
10	flange	30	0	9.0	0
10	flange	30	0	87.0	0
10	flange	30	0	139.0	0
10	flange	30	0	21.0	0
10	flange	30	0	44.0	0
10	flange	30	0	76.0	0
10	flange	30	0	78.0	0
10	flange	30	0	118.0	0
10	flange	30	0	62.0	0
10	flange	30	0	16.0	0
10	flange	30	0	54.0	0
10	flange	30	0	86.0	0
10	flange	30	0	108.0	0
10	flange	30	0	18.0	0
10	flange	30	0	64.0	0
10	flange	30	0	64.0	0
10	flange	30	0	96.0	0
10	flange	30	0	118.0	0
10	flange	30	0	10.0	0
10	flange	30	0	26.0	0
10	flange	30	0	5.0	0
10	flange	30	0	24.0	0
10	flange	30	0	107.0	0
10	flange	30	0	69.0	0
10	flange	30	0	56.0	0
10	flange	30	0	113.0	0
10	flange	30	0	83.0	0
10	flange	30	0	91.0	0
10	flange	30	0	196.0	0
10	flange	30	0	53.0	0
10	flange	30	0	118.0	0
10	flange	30	0	100.0	0
10	flange	30	0	67.0	0
10	flange	30	0	4.0	0
10	flange	30	0	46.0	0
10	flange	30	0	84.0	0
10	flange	30	0	76.0	0
10	flange	30	0	70.0	0
10	flange	30	0	56.0	0
10	flange	30	0	96.0	0
10	flange	30	0	56.0	0
10	flange	30	0	123.0	0
10	flange	30	0	88.0	0
10	flange	30	0	90.0	0
10	flange	30	0	11.0	0
10	flange	30	0	1.0	0
10	flange	30	0	60.0	0
10	flange	30	0	35.0	0
10	flange	30	0	36.0	0
10	flange	30	0	17.0	0
10	flange	30	0	73.0	0
10	flange	30	0	30.0	0
10	flange	30	0	19.0	0
10	flange	30	0	76.0	0
10	flange	30	0	17.0	0
10	flange	30	0	32.0	0
10	flange	30	0	37.0	0
10	flange	30	0	64.0	0
10	flange	30	0	67.0	0
10	flange	30	0	40.0	0
10	flange	30	0	29.0	0
10	flange	30	0	65.0	0
10	flange	30	0	49.0	0
10	flange	30	0	40.0	0
10	flange	30	0	22.0	0
10	flange	30	0	4.0	0
10	flange	30	0	59.0	0
10	flange	30	0	97.0	0
10	flange	30	0	13.0	0
10	flange	30	0	39.0	0
10	flange	30	0	125.0	0
10	flange	30	0	122.0	0
10	flange	30	0	44.0	0
10	flange	30	0	21.0	0
10	flange	30	0	50.0	0
10	flange	30	0	25.0	0
10	flange	30	0	41.0	0
10	flange	30	0	42.0	0
10	flange	30	0	37.0	0
10	flange	30	0	72.0	0
10	flange	30	0	72.0	0
10	flange	30	0	70.0	0
10	flange	30	0	62.0	0
10	flange	30	0	86.0	0
10	flange	30	0	115.0	0
10	flange	30	0	14.0	0
10	flange	30	0	101.0	0
10	flange	30	0	36.0	0
10	flange	30	0	12.0	0
10	flange	30	0	1.0	0
11	flange	2	3	23.0	3
11	flange	2	3	83.0	3
11	flange	2	3	44.0	3
11	flange	2	3	93.0	3
11	flange	2	3	18.0	3
11	flange	2	3	8.0	3
11	flange	2	3	16.0	3
11	flange	2	3	18.0	3
11	flange	2	3	35.0	3
11	flange	2	3	33.0	3
11	flange	2	3	11.0	3
11	flange	2	3	24.0	3
11	flange	2	3	9.0	3
11	flange	2	3	31.0	3
11	flange	2	3	26.0	3
11	flange	2	3	41.0	3
11	flange	2	3	372.0	3
11	flange	2	3	625.0	3
11	flange	2	3	55.0	3
11	flange	2	3	155.0	3
11	flange	2	3	15.0	3
11	flange	2	3	37.0	3
11	flange	2	3	3.0	3
11	flange	2	3	12.0	3
11	flange	2	3	86.0	3
11	flange	2	3	3.0	3
11	flange	2	3	36.0	3
11	flange	2	3	54.0	3
11	flange	2	3	39.0	3
11	flange	2	3	11.0	3
11	flange	2	3	7.0	3
11	flange	2	3	44.0	3
11	flange	2	3	18.0	3
11	flange	2	3	1771.0	3
11	flange	2	3	1941.0	3
11	flange	2	3	1065.0	3
11	flange	2	3	977.0	3
11	flange	2	3	1112.0	3
11	flange	2	3	842.0	3
11	flange	2	3	1320.0	3
11	flange	2	3	753.0	3
11	flange	2	3	69.0	3
11	flange	2	3	249.0	3
11	flange	2	3	1054.0	3
11	flange	2	3	287.0	3
11	flange	2	3	173.0	3
11	flange	2	3	1067.0	3
11	flange	2	3	353.0	3
11	flange	2	3	367.0	3
11	flange	2	3	495.0	3
11	flange	2	3	310.0	3
11	flange	2	3	169.0	3
11	flange	2	3	50.0	3
11	flange	2	3	15.0	3
11	flange	2	3	3.0	3
11	flange	2	3	28.0	3
11	flange	2	3	44.0	3
11	flange	2	3	51.0	3
11	flange	2	3	145.0	3
11	flange	2	3	73.0	3
11	flange	2	3	112.0	3
11	flange	2	3	18.0	3
11	flange	2	3	35.0	3
11	flange	2	3	88.0	3
11	flange	2	3	220.0	3
11	flange	2	3	18.0	3
11	flange	2	3	12.0	3
11	flange	2	3	105.0	3
11	flange	2	3	352.0	3
11	flange	2	3	598.0	3
11	flange	2	3	1138.0	3
11	flange	2	3	735.0	3
11	flange	2	3	416.0	3
11	flange	2	3	690.0	3
11	flange	2	3	869.0	3
11	flange	2	3	514.0	3
11	flange	2	3	160.0	3
11	flange	2	3	209.0	3
11	flange	2	3	171.0	3
11	flange	2	3	124.0	3
11	flange	2	3	14.0	3
11	flange	2	3	5.0	3
11	flange	2	3	1.0	3
11	flange	2	3	3.0	3
11	flange	2	3	72.0	3
11	flange	2	3	428.0	3
11	flange	2	3	1820.0	3
11	flange	2	3	2453.0	3
11	flange	2	3	720.0	3
11	flange	2	3	676.0	3
11	flange	2	3	843.0	3
11	flange	2	3	897.0	3
11	flange	2	3	1264.0	3
11	flange	2	3	4015.0	3
11	flange	2	3	2103.0	3
11	flange	2	3	2323.0	3
11	flange	2	3	383.0	3
11	flange	2	3	65.0	3
11	flange	2	3	287.0	3
11	flange	2	3	1320.0	3
11	flange	2	3	946.0	3
11	flange	2	3	1561.0	3
11	flange	2	3	2855.0	3
11	flange	2	3	2767.0	3
11	flange	2	3	102.0	3
11	flange	2	3	256.0	3
11	flange	2	3	344.0	3
11	flange	2	3	141.0	3
11	flange	2	3	900.0	3
11	flange	2	3	2670.0	3
11	flange	2	3	1532.0	3
11	flange	2	3	2670.0	3
11	flange	2	3	1963.0	3
11	flange	2	3	2887.0	3
11	flange	2	3	1455.0	3
11	flange	2	3	878.0	3
11	flange	2	3	268.0	3
12	flange	4	3	70.0	3
12	flange	4	3	11.0	3
12	flange	4	3	21.0	3
12	flange	4	3	5.0	3
12	flange	4	3	22.0	3
12	flange	4	3	20.0	3
12	flange	4	3	11.0	3
12	flange	4	3	6.0	3
12	flange	4	3	5.0	3
12	flange	4	3	17.0	3
12	flange	4	3	43.0	3
12	flange	4	3	19.0	3
12	flange	4	3	50.0	3
12	flange	4	3	10.0	3
12	flange	4	3	16.0	3
12	flange	4	3	10.0	3
12	flange	4	3	9.0	3
12	flange	4	3	41.0	3
12	flange	4	3	24.0	3
12	flange	4	3	12.0	3
12	flange	4	3	15.0	3
12	flange	4	3	49.0	3
12	flange	4	3	22.0	3
12	flange	4	3	16.0	3
12	flange	4	3	9.0	3
12	flange	4	3	13.0	3
12	flange	4	3	62.0	3
12	flange	4	3	10.0	3
12	flange	4	3	33.0	3
12	flange	4	3	22.0	3
12	flange	4	3	279.0	3
12	flange	4	3	2.0	3
12	flange	4	3	15.0	3
12	flange	4	3	5.0	3
12	flange	4	3	7.0	3
12	flange	4	3	2.0	3
12	flange	4	3	15.0	3
12	flange	4	3	29.0	3
12	flange	4	3	23.0	3
12	flange	4	3	14.0	3
12	flange	4	3	14.0	3
12	flange	4	3	28.0	3
12	flange	4	3	82.0	3
12	flange	4	3	74.0	3
12	flange	4	3	410.0	3
12	flange	4	3	689.0	3
12	flange	4	3	673.0	3
12	flange	4	3	716.0	3
12	flange	4	3	965.0	3
12	flange	4	3	630.0	3
12	flange	4	3	949.0	3
12	flange	4	3	806.0	3
12	flange	4	3	338.0	3
12	flange	4	3	648.0	3
12	flange	4	3	530.0	3
12	flange	4	3	570.0	3
12	flange	4	3	369.0	3
12	flange	4	3	207.0	3
12	flange	4	3	474.0	3
12	flange	4	3	436.0	3
12	flange	4	3	973.0	3
12	flange	4	3	239.0	3
12	flange	4	3	158.0	3
12	flange	4	3	244.0	3
12	flange	4	3	214.0	3
12	flange	4	3	353.0	3
12	flange	4	3	535.0	3
12	flange	4	3	132.0	3
12	flange	4	3	160.0	3
12	flange	4	3	104.0	3
12	flange	4	3	10.0	3
12	flange	4	3	9.0	3
12	flange	4	3	18.0	3
12	flange	4	3	50.0	3
12	flange	4	3	97.0	3
12	flange	4	3	1.0	3
12	flange	4	3	26.0	3
12	flange	4	3	20.0	3
12	flange	4	3	23.0	3
12	flange	4	3	19.0	3
12	flange	4	3	3.0	3
12	flange	4	3	210.0	3
12	flange	4	3	386.0	3
12	flange	4	3	237.0	3
12	flange	4	3	85.0	3
12	flange	4	3	125.0	3
12	flange	4	3	185.0	3
12	flange	4	3	119.0	3
12	flange	4	3	172.0	3
12	flange	4	3	29.0	3
12	flange	4	3	62.0	3
12	flange	4	3	272.0	3
12	flange	4	3	205.0	3
12	flange	4	3	172.0	3
12	flange	4	3	354.0	3
12	flange	4	3	780.0	3
12	flange	4	3	557.0	3
12	flange	4	3	350.0	3
12	flange	4	3	142.0	3
12	flange	4	3	233.0	3
12	flange	4	3	644.0	3
12	flange	4	3	1188.0	3
12	flange	4	3	402.0	3
12	flange	4	3	30.0	3
12	flange	4	3	24.0	3
12	flange	4	3	144.0	3
12	flange	4	3	291.0	3
12	flange	4	3	347.0	3
12	flange	4	3	601.0	3
12	flange	4	3	673.0	3
12	flange	4	3	139.0	3
12	flange	4	3	60.0	3
12	flange	4	3	28.0	3
12	flange	4	3	38.0	3
12	flange	4	3	37.0	3
12	flange	4	3	26.0	3
12	flange	4	3	33.0	3
13	flange	6	3	15.0	3
13	flange	6	3	7.0	3
13	flange	6	3	20.0	3
13	flange	6	3	205.0	3
13	flange	6	3	48.0	3
13	flange	6	3	23.0	3
13	flange	6	3	8.0	3
13	flange	6	3	0.0	3
13	flange	6	3	19.0	3
13	flange	6	3	3.0	3
13	flange	6	3	23.0	3
13	flange	6	3	68.0	3
13	flange	6	3	12.0	3
13	flange	6	3	14.0	3
13	flange	6	3	56.0	3
13	flange	6	3	9.0	3
13	flange	6	3	6.0	3
13	flange	6	3	2.0	3
13	flange	6	3	21.0	3
13	flange	6	3	24.0	3
13	flange	6	3	8.0	3
13	flange	6	3	12.0	3
13	flange	6	3	6.0	3
13	flange	6	3	24.0	3
13	flange	6	3	6.0	3
13	flange	6	3	18.0	3
13	flange	6	3	5.0	3
13	flange	6	3	7.0	3
13	flange	6	3	16.0	3
13	flange	6	3	17.0	3
13	flange	6	3	24.0	3
13	flange	6	3	132.0	3
13	flange	6	3	78.0	3
13	flange	6	3	171.0	3
13	flange	6	3	69.0	3
13	flange	6	3	60.0	3
13	flange	6	3	46.0	3
13	flange	6	3	248.0	3
13	flange	6	3	41.0	3
13	flange	6	3	42.0	3
13	flange	6	3	57.0	3
13	flange	6	3	42.0	3
13	flange	6	3	49.0	3
13	flange	6	3	14.0	3
13	flange	6	3	7.0	3
13	flange	6	3	2.0	3
13	flange	6	3	17.0	3
13	flange	6	3	27.0	3
13	flange	6	3	26.0	3
13	flange	6	3	8.0	3
13	flange	6	3	12.0	3
13	flange	6	3	28.0	3
13	flange	6	3	80.0	3
13	flange	6	3	13.0	3
13	flange	6	3	3.0	3
13	flange	6	3	16.0	3
13	flange	6	3	71.0	3
13	flange	6	3	22.0	3
13	flange	6	3	7.0	3
13	flange	6	3	19.0	3
13	flange	6	3	14.0	3
13	flange	6	3	18.0	3
13	flange	6	3	12.0	3
13	flange	6	3	15.0	3
13	flange	6	3	41.0	3
13	flange	6	3	56.0	3
13	flange	6	3	10.0	3
13	flange	6	3	28.0	3
13	flange	6	3	14.0	3
13	flange	6	3	24.0	3
13	flange	6	3	97.0	3
13	flange	6	3	64.0	3
13	flange	6	3	14.0	3
13	flange	6	3	14.0	3
13	flange	6	3	79.0	3
13	flange	6	3	8.0	3
13	flange	6	3	7.0	3
13	flange	6	3	45.0	3
13	flange	6	3	4.0	3
13	flange	6	3	37.0	3
13	flange	6	3	17.0	3
13	flange	6	3	85.0	3
13	flange	6	3	24.0	3
13	flange	6	3	19.0	3
13	flange	6	3	6.0	3
13	flange	6	3	6.0	3
13	flange	6	3	12.0	3
13	flange	6	3	15.0	3
13	flange	6	3	12.0	3
13	flange	6	3	5.0	3
13	flange	6	3	30.0	3
13	flange	6	3	120.0	3
13	flange	6	3	86.0	3
13	flange	6	3	68.0	3
13	flange	6	3	44.0	3
13	flange	6	3	28.0	3
13	flange	6	3	0.0	3
13	flange	6	3	70.0	3
13	flange	6	3	67.0	3
13	flange	6	3	1.0	3
13	flange	6	3	15.0	3
13	flange	6	3	51.0	3
13	flange	6	3	14.0	3
13	flange	6	3	17.0	3
13	flange	6	3	44.0	3
13	flange	6	3	142.0	3
13	flange	6	3	91.0	3
13	flange	6	3	14.0	3
13	flange	6	3	18.0	3
13	flange	6	3	45.0	3
13	flange	6	3	16.0	3
13	flange	6	3	19.0	3
13	flange	6	3	8.0	3
13	flange	6	3	388.0	3
13	flange	6	3	60.0	3
14	flange	8	3	3.0	3
14	flange	8	3	5.0	3
14	flange	8	3	7.0	3
14	flange	8	3	31.0	3
14	flange	8	3	42.0	3
14	flange	8	3	30.0	3
14	flange	8	3	31.0	3
14	flange	8	3	30.0	3
14	flange	8	3	148.0	3
14	flange	8	3	67.0	3
14	flange	8	3	42.0	3
14	flange	8	3	37.0	3
14	flange	8	3	11.0	3
14	flange	8	3	26.0	3
14	flange	8	3	13.0	3
14	flange	8	3	27.0	3
14	flange	8	3	41.0	3
14	flange	8	3	55.0	3
14	flange	8	3	42.0	3
14	flange	8	3	30.0	3
14	flange	8	3	8.0	3
14	flange	8	3	224.0	3
14	flange	8	3	1.0	3
14	flange	8	3	42.0	3
14	flange	8	3	104.0	3
14	flange	8	3	63.0	3
14	flange	8	3	44.0	3
14	flange	8	3	55.0	3
14	flange	8	3	36.0	3
14	flange	8	3	52.0	3
14	flange	8	3	68.0	3
14	flange	8	3	28.0	3
14	flange	8	3	30.0	3
14	flange	8	3	39.0	3
14	flange	8	3	13.0	3
14	flange	8	3	2.0	3
14	flange	8	3	110.0	3
14	flange	8	3	152.0	3
14	flange	8	3	15.0	3
14	flange	8	3	22.0	3
14	flange	8	3	374.0	3
14	flange	8	3	70.0	3
14	flange	8	3	56.0	3
14	flange	8	3	6.0	3
14	flange	8	3	31.0	3
14	flange	8	3	30.0	3
14	flange	8	3	6.0	3
14	flange	8	3	8.0	3
14	flange	8	3	75.0	3
14	flange	8	3	121.0	3
14	flange	8	3	65.0	3
14	flange	8	3	28.0	3
14	flange	8	3	56.0	3
14	flange	8	3	41.0	3
14	flange	8	3	9.0	3
14	flange	8	3	26.0	3
14	flange	8	3	61.0	3
14	flange	8	3	8.0	3
14	flange	8	3	68.0	3
14	flange	8	3	12.0	3
14	flange	8	3	345.0	3
14	flange	8	3	240.0	3
14	flange	8	3	59.0	3
14	flange	8	3	15.0	3
14	flange	8	3	17.0	3
14	flange	8	3	17.0	3
14	flange	8	3	25.0	3
14	flange	8	3	50.0	3
14	flange	8	3	2.0	3
14	flange	8	3	39.0	3
14	flange	8	3	15.0	3
14	flange	8	3	70.0	3
14	flange	8	3	7.0	3
14	flange	8	3	40.0	3
14	flange	8	3	65.0	3
14	flange	8	3	101.0	3
14	flange	8	3	17.0	3
14	flange	8	3	55.0	3
14	flange	8	3	55.0	3
14	flange	8	3	74.0	3
14	flange	8	3	38.0	3
14	flange	8	3	11.0	3
14	flange	8	3	14.0	3
14	flange	8	3	16.0	3
14	flange	8	3	54.0	3
14	flange	8	3	138.0	3
14	flange	8	3	204.0	3
14	flange	8	3	132.0	3
14	flange	8	3	32.0	3
14	flange	8	3	31.0	3
14	flange	8	3	36.0	3
14	flange	8	3	8.0	3
14	flange	8	3	14.0	3
14	flange	8	3	1.0	3
14	flange	8	3	16.0	3
14	flange	8	3	13.0	3
14	flange	8	3	10.0	3
14	flange	8	3	3.0	3
14	flange	8	3	73.0	3
14	flange	8	3	134.0	3
14	flange	8	3	40.0	3
14	flange	8	3	57.0	3
14	flange	8	3	121.0	3
14	flange	8	3	79.0	3
14	flange	8	3	3.0	3
14	flange	8	3	7.0	3
14	flange	8	3	22.0	3
14	flange	8	3	53.0	3
14	flange	8	3	27.0	3
14	flange	8	3	50.0	3
14	flange	8	3	115.0	3
14	flange	8	3	54.0	3
14	flange	8	3	42.0	3
14	flange	8	3	52.0	3
14	flange	8	3	39.0	3
14	flange	8	3	17.0	3
14	flange	8	3	0.0	3
14	flange	8	3	28.0	3
15	flange	10	3	17.0	3
15	flange	10	3	26.0	3
15	flange	10	3	4.0	3
15	flange	10	3	0.0	3
15	flange	10	3	7.0	3
15	flange	10	3	20.0	3
15	flange	10	3	7.0	3
15	flange	10	3	71.0	3
15	flange	10	3	123.0	3
15	flange	10	3	63.0	3
15	flange	10	3	226.0	3
15	flange	10	3	115.0	3
15	flange	10	3	44.0	3
15	flange	10	3	28.0	3
15	flange	10	3	108.0	3
15	flange	10	3	25.0	3
15	flange	10	3	35.0	3
15	flange	10	3	232.0	3
15	flange	10	3	39.0	3
15	flange	10	3	20.0	3
15	flange	10	3	32.0	3
15	flange	10	3	174.0	3
15	flange	10	3	316.0	3
15	flange	10	3	290.0	3
15	flange	10	3	258.0	3
15	flange	10	3	188.0	3
15	flange	10	3	40.0	3
15	flange	10	3	82.0	3
15	flange	10	3	54.0	3
15	flange	10	3	94.0	3
15	flange	10	3	51.0	3
15	flange	10	3	54.0	3
15	flange	10	3	59.0	3
15	flange	10	3	9.0	3
15	flange	10	3	44.0	3
15	flange	10	3	96.0	3
15	flange	10	3	12.0	3
15	flange	10	3	8.0	3
15	flange	10	3	33.0	3
15	flange	10	3	34.0	3
15	flange	10	3	37.0	3
15	flange	10	3	7.0	3
15	flange	10	3	16.0	3
15	flange	10	3	24.0	3
15	flange	10	3	67.0	3
15	flange	10	3	83.0	3
15	flange	10	3	58.0	3
15	flange	10	3	33.0	3
15	flange	10	3	0.0	3
15	flange	10	3	53.0	3
15	flange	10	3	11.0	3
15	flange	10	3	67.0	3
15	flange	10	3	73.0	3
15	flange	10	3	57.0	3
15	flange	10	3	29.0	3
15	flange	10	3	30.0	3
15	flange	10	3	28.0	3
15	flange	10	3	57.0	3
15	flange	10	3	118.0	3
15	flange	10	3	126.0	3
15	flange	10	3	27.0	3
15	flange	10	3	1.0	3
15	flange	10	3	0.0	3
15	flange	10	3	23.0	3
15	flange	10	3	59.0	3
15	flange	10	3	68.0	3
15	flange	10	3	81.0	3
15	flange	10	3	68.0	3
15	flange	10	3	70.0	3
15	flange	10	3	84.0	3
15	flange	10	3	49.0	3
15	flange	10	3	123.0	3
15	flange	10	3	54.0	3
15	flange	10	3	32.0	3
15	flange	10	3	76.0	3
15	flange	10	3	112.0	3
15	flange	10	3	140.0	3
15	flange	10	3	182.0	3
15	flange	10	3	370.0	3
15	flange	10	3	83.0	3
15	flange	10	3	43.0	3
15	flange	10	3	16.0	3
15	flange	10	3	30.0	3
15	flange	10	3	27.0	3
15	flange	10	3	22.0	3
15	flange	10	3	43.0	3
15	flange	10	3	16.0	3
15	flange	10	3	151.0	3
15	flange	10	3	54.0	3
15	flange	10	3	59.0	3
15	flange	10	3	34.0	3
15	flange	10	3	0.0	3
15	flange	10	3	19.0	3
15	flange	10	3	216.0	3
15	flange	10	3	159.0	3
15	flange	10	3	52.0	3
15	flange	10	3	66.0	3
15	flange	10	3	113.0	3
15	flange	10	3	42.0	3
15	flange	10	3	69.0	3
15	flange	10	3	102.0	3
15	flange	10	3	87.0	3
15	flange	10	3	37.0	3
15	flange	10	3	22.0	3
15	flange	10	3	70.0	3
15	flange	10	3	63.0	3
15	flange	10	3	41.0	3
15	flange	10	3	2.0	3
15	flange	10	3	87.0	3
15	flange	10	3	101.0	3
15	flange	10	3	9.0	3
15	flange	10	3	69.0	3
15	flange	10	3	97.0	3
15	flange	10	3	54.0	3
15	flange	10	3	22.0	3
15	flange	10	3	60.0	3
15	flange	10	3	174.0	3
15	flange	10	3	58.0	3
15	flange	10	3	32.0	3
16	flange	12	3	54.0	3
16	flange	12	3	12.0	3
16	flange	12	3	63.0	3
16	flange	12	3	43.0	3
16	flange	12	3	68.0	3
16	flange	12	3	1.0	3
16	flange	12	3	293.0	3
16	flange	12	3	61.0	3
16	flange	12	3	28.0	3
16	flange	12	3	26.0	3
16	flange	12	3	21.0	3
16	flange	12	3	258.0	3
16	flange	12	3	170.0	3
16	flange	12	3	238.0	3
16	flange	12	3	189.0	3
16	flange	12	3	99.0	3
16	flange	12	3	5.0	3
16	flange	12	3	7.0	3
16	flange	12	3	16.0	3
16	flange	12	3	29.0	3
16	flange	12	3	26.0	3
16	flange	12	3	2.0	3
16	flange	12	3	52.0	3
16	flange	12	3	72.0	3
16	flange	12	3	30.0	3
16	flange	12	3	0.0	3
16	flange	12	3	11.0	3
16	flange	12	3	4.0	3
16	flange	12	3	11.0	3
16	flange	12	3	96.0	3
16	flange	12	3	66.0	3
16	flange	12	3	106.0	3
16	flange	12	3	9.0	3
16	flange	12	3	32.0	3
16	flange	12	3	16.0	3
16	flange	12	3	57.0	3
16	flange	12	3	88.0	3
16	flange	12	3	39.0	3
16	flange	12	3	24.0	3
16	flange	12	3	29.0	3
16	flange	12	3	26.0	3
16	flange	12	3	12.0	3
16	flange	12	3	29.0	3
16	flange	12	3	37.0	3
16	flange	12	3	31.0	3
16	flange	12	3	16.0	3
16	flange	12	3	78.0	3
16	flange	12	3	37.0	3
16	flange	12	3	30.0	3
16	flange	12	3	65.0	3
16	flange	12	3	41.0	3
16	flange	12	3	112.0	3
16	flange	12	3	91.0	3
16	flange	12	3	58.0	3
